cam_time,cam_waveform,cam_bpm
30.417204,429937.0,0.0
30.512198,435845.0,0.0
30.546194,435845.0,0.0
30.657188,421745.5,0.0
30.698189,421745.5,0.0
30.82318,388041.0,0.0
30.859175,388041.0,0.0
30.987168,359637.5,0.0
31.037166,359637.5,0.0
31.130159,335236.5,0.0
31.165158,335236.5,0.0
31.27521,326146.5,0.0
31.303193,326146.5,0.0
31.425149,326088.0,0.0
31.45614,326088.0,0.0
31.577135,327904.5,0.0
31.612131,327904.5,0.0
31.719186,327051.5,0.0
31.749125,327051.5,0.0
31.866117,339574.5,0.0
31.901114,339574.5,0.0
32.029109,358455.5,0.0
32.057105,358455.5,0.0
32.1741,374866.0,0.0
32.206096,374866.0,0.0
32.331089,386486.0,0.0
32.366088,386486.0,0.0
32.477141,391912.0,0.0
32.511078,391912.0,0.0
32.611075,394430.5,0.0
32.645073,394430.5,0.0
32.779122,394647.0,0.0
32.812061,394647.0,85.71428571428571
32.915057,395781.0,85.71428571428571
32.951059,395781.0,0.0
33.080091,394752.5,0.0
33.114042,394752.5,0.0
33.230036,386656.0,0.0
33.262034,386656.0,0.0
33.374029,379701.5,0.0
33.408056,379701.5,0.0
33.52802,371808.0,0.0
33.557017,371808.0,0.0
33.676017,366030.0,0.0
33.718007,366030.0,0.0
33.834,361144.0,0.0
33.873999,361144.0,0.0
33.967993,358784.0,0.0
34.000991,358784.0,0.0
34.112984,358157.0,0.0
34.148984,358157.0,0.0
34.282974,362415.5,0.0
34.319021,362415.5,0.0
34.429966,368797.0,0.0
34.468964,368797.0,0.0
34.591958,374840.0,0.0
34.641953,374840.0,0.0
34.719947,379380.5,0.0
34.744947,379380.5,0.0
34.873941,381457.0,0.0
34.910937,381457.0,0.0
35.02593,385327.0,0.0
35.062929,385327.0,0.0
35.169973,387053.0,0.0
35.20092,387053.0,0.0
35.33296,390523.0,0.0
35.36291,390523.0,0.0
35.481941,392072.5,0.0
35.518901,392072.5,0.0
35.629894,389141.5,0.0
35.672892,389141.5,0.0
35.776886,385621.5,0.0
35.804884,385621.5,0.0
35.933882,383744.0,0.0
35.972874,383744.0,0.0
36.091869,383828.0,0.0
36.127865,383828.0,0.0
36.236861,383048.0,0.0
36.273856,383048.0,0.0
36.37985,382112.0,0.0
36.409851,382112.0,0.0
36.538842,382707.5,0.0
36.580841,382707.5,0.0
36.683891,382999.5,0.0
36.72183,382999.5,0.0
36.844829,382714.5,0.0
36.878852,382714.5,0.0
36.988822,381488.5,100.0
37.039815,381488.5,100.0
37.128806,379863.5,0.0
37.161804,379863.5,100.0
37.292798,381084.0,0.0
37.327794,381084.0,0.0
37.427793,381936.0,0.0
37.454787,381936.0,0.0
37.592808,384572.0,0.0
37.621828,384572.0,0.0
37.735772,380927.5,0.0
37.771798,380927.5,0.0
37.881763,362900.5,0.0
37.921763,362900.5,0.0
38.043758,336779.0,0.0
38.07679,336779.0,0.0
38.178747,316264.5,0.0
38.223742,316264.5,0.0
38.337738,308028.0,0.0
38.38178,308028.0,0.0
38.475727,303230.5,0.0
38.510725,303230.5,0.0
38.621718,301793.0,0.0
38.65872,301793.0,0.0
38.785715,303971.5,0.0
38.825706,303971.5,0.0
38.931702,305004.0,0.0
38.9737,305004.0,0.0
39.090698,306954.5,0.0
39.130689,306954.5,0.0
39.235683,308123.5,0.0
39.275682,308123.5,0.0
39.378676,308534.5,0.0
39.417672,308534.5,0.0
39.538666,306089.5,0.0
39.577668,306089.5,0.0
39.682658,307066.5,0.0
39.727653,307066.5,0.0
39.843647,304839.5,0.0
39.882643,304839.5,0.0
39.987697,298416.0,0.0
40.051637,298416.0,0.0
40.127632,296053.0,0.0
40.158628,296053.0,0.0
40.302679,295675.5,0.0
40.350617,295675.5,0.0
40.433611,297962.5,0.0
40.46661,297962.5,0.0
40.607603,310510.5,0.0
40.6526,310510.5,0.0
40.737594,306380.5,0.0
40.773591,306380.5,0.0
40.896642,302624.5,0.0
40.944582,302624.5,0.0
41.054581,316403.0,0.0
41.091572,316403.0,0.0
41.201594,320615.0,0.0
41.243564,320615.0,0.0
41.359557,250878.5,0.0
41.398554,250878.5,0.0
41.48655,134935.5,0.0
41.521549,134935.5,0.0
41.634543,75624.5,0.0
41.674561,75624.5,0.0
41.794538,56405.0,0.0
41.840532,56405.0,0.0
41.940528,46678.5,0.0
41.978521,46678.5,0.0
42.099575,26882.5,0.0
42.133512,26882.5,0.0
42.242511,22574.5,0.0
42.279506,22574.5,0.0
42.386497,19932.5,0.0
42.428493,19932.5,0.0
42.546489,19415.0,0.0
42.592486,19415.0,0.0
42.690493,61617.5,0.0
42.726479,61617.5,0.0
42.835472,239408.5,0.0
42.876467,239408.5,0.0
42.995462,399441.5,0.0
43.032459,399441.5,0.0
43.139455,429510.5,0.0
43.186453,429510.5,0.0
43.310488,398879.0,0.0
43.348439,398879.0,0.0
43.442464,331595.5,0.0
43.478432,331595.5,0.0
43.601426,303398.5,0.0
43.643421,303398.5,0.0
43.758441,316437.0,0.0
43.799413,316437.0,0.0
43.89041,330992.5,0.0
43.927408,330992.5,0.0
44.061445,349486.5,0.0
44.100395,349486.5,0.0
44.194391,339686.0,0.0
44.232387,339686.0,0.0
44.351387,300967.5,0.0
44.393378,300967.5,0.0
44.509378,250609.0,0.0
44.545369,250609.0,0.0
44.642364,204304.0,0.0
44.674362,204304.0,0.0
44.813357,169173.0,0.0
44.853352,169173.0,0.0
44.945345,141092.5,0.0
44.980343,141092.5,0.0
45.102338,139463.5,0.0
45.145336,139463.5,0.0
45.259334,148518.0,0.0
45.299325,148518.0,0.0
45.40632,149467.0,0.0
45.445319,149467.0,0.0
45.56431,143942.0,0.0
45.610306,143942.0,0.0
45.708307,134484.5,0.0
45.744299,134484.5,0.0
45.840295,137488.0,0.0
45.87229,137488.0,0.0
46.012344,142507.0,0.0
46.058279,142507.0,0.0
46.155281,146655.5,0.0
46.191272,146655.5,0.0
46.311267,165231.5,0.0
46.350263,165231.5,0.0
46.450257,171647.0,0.0
46.483257,171647.0,0.0
46.595248,187971.0,0.0
46.620246,187971.0,0.0
46.762238,200652.0,0.0
46.793285,200652.0,0.0
46.91223,175782.0,0.0
46.94723,175782.0,0.0
47.066221,138638.0,0.0
47.107221,138638.0,0.0
47.209218,112910.0,0.0
47.247213,112910.0,0.0
47.35921,328525.5,0.0
47.403201,328525.5,0.0
47.520196,474190.5,0.0
47.567192,474190.5,0.0
47.662188,539869.5,0.0
47.700214,539869.5,0.0
47.825178,411005.5,0.0
47.869173,411005.5,0.0
47.965167,454329.5,0.0
48.008165,454329.5,0.0
48.112159,303187.5,0.0
48.149157,303187.5,0.0
48.26715,306194.0,0.0
48.305149,306194.0,0.0
48.413141,320545.0,0.0
48.44414,320545.0,0.0
48.527137,211642.0,0.0
48.553132,211642.0,0.0
48.668186,224429.5,0.0
48.700124,224429.5,0.0
48.79212,210216.5,0.0
48.824117,210216.5,0.0
48.92211,195740.0,0.0
48.952109,195740.0,0.0
49.009106,169054.5,0.0
49.039104,169054.5,0.0
49.1291,156123.5,0.0
49.161097,156123.5,0.0
49.240094,155127.5,0.0
49.272093,155127.5,0.0
49.353087,152921.5,0.0
49.388083,152921.5,0.0
49.454079,152487.5,0.0
49.479108,152487.5,0.0
49.577074,152890.5,0.0
49.61307,152890.5,0.0
49.688067,161883.5,0.0
49.723063,161883.5,0.0
49.792103,162449.0,0.0
49.822061,162449.0,0.0
49.916052,163453.0,0.0
49.94505,163453.0,0.0
49.999049,164050.0,0.0
50.026045,164050.0,0.0
50.12204,163944.0,0.0
50.160038,163944.0,0.0
50.23304,163442.0,0.0
50.264032,163442.0,0.0
50.349029,162298.0,0.0
50.382025,162298.0,0.0
50.448021,161122.0,0.0
50.478019,161122.0,0.0
50.573061,160475.5,0.0
50.604014,160475.5,0.0
50.682007,160387.5,0.0
50.716008,160387.5,0.0
50.782034,160432.0,0.0
50.807999,160432.0,0.0
50.905993,161407.5,0.0
50.934992,161407.5,0.0
50.990989,160868.5,0.0
51.018986,160868.5,0.0
51.117983,161114.5,0.0
51.154979,161114.5,0.0
51.226975,161568.0,0.0
51.254973,161568.0,0.0
51.33397,162284.0,0.0
51.371968,162284.0,0.0
51.441962,161972.0,0.0
51.473962,161972.0,0.0
51.555957,161955.5,0.0
51.602953,161955.5,0.0
51.665949,162187.0,0.0
51.695947,162187.0,54.54545454545455
51.776943,161906.0,0.0
51.813943,161906.0,0.0
51.889935,162076.5,0.0
51.923936,162076.5,0.0
51.98693,161851.0,0.0
52.02093,161851.0,0.0
52.095924,162124.5,0.0
52.128922,162124.5,0.0
52.20992,162324.0,0.0
52.243918,162324.0,0.0
52.32091,163868.0,0.0
52.359908,163868.0,0.0
52.432907,164112.0,0.0
52.464902,164112.0,0.0
52.556899,164788.0,0.0
52.605894,164788.0,0.0
52.657893,165830.5,0.0
52.693889,165830.5,0.0
52.768884,165650.5,0.0
52.800882,165650.5,0.0
52.889877,165824.0,0.0
52.930875,165824.0,0.0
53.00387,166980.5,0.0
53.044869,166980.5,60.0
53.092866,167771.5,0.0
53.148862,167771.5,0.0
53.201859,168410.5,75.0
53.237857,168410.5,75.0
53.310852,185762.5,75.0
53.344857,185762.5,85.71428571428571
53.407848,178781.0,85.71428571428571
53.441847,178781.0,85.71428571428571
53.519842,182817.5,85.71428571428571
53.55084,182817.5,100.0
53.617835,182565.0,100.0
53.651832,182565.0,100.0
53.717828,183006.5,100.0
53.751827,183006.5,0.0
53.808824,176116.5,0.0
53.841822,176116.5,0.0
53.933818,176470.5,0.0
53.971812,176470.5,0.0
54.020817,176513.0,0.0
54.055808,176513.0,0.0
54.113805,169235.0,0.0
54.148809,169235.0,0.0
54.2358,169219.0,0.0
54.279828,169219.0,0.0
54.322792,169416.5,0.0
54.357791,169416.5,0.0
54.417789,169884.0,0.0
54.451785,169884.0,0.0
54.511783,169906.0,0.0
54.541782,169906.0,0.0
54.623775,170768.0,0.0
54.656776,170768.0,0.0
54.721769,171378.0,0.0
54.752767,171378.0,0.0
54.816763,171275.5,0.0
54.855766,171275.5,0.0
54.918758,171593.5,0.0
54.949756,171593.5,0.0
55.034752,171518.5,0.0
55.072748,171518.5,0.0
55.121746,171393.5,0.0
55.156743,171393.5,0.0
55.216739,172660.5,0.0
55.253741,172660.5,0.0
55.312735,172360.5,0.0
55.344733,172360.5,0.0
55.432729,174140.5,0.0
55.465726,174140.5,0.0
55.519723,174627.0,0.0
55.549721,174627.0,0.0
55.615716,174284.5,0.0
55.646714,174284.5,0.0
55.72771,174235.0,0.0
55.760758,174235.0,85.71428571428571
55.826703,173853.0,0.0
55.866702,173853.0,0.0
55.925698,174265.5,0.0
55.959695,174265.5,0.0
56.018694,173494.0,0.0
56.051691,173494.0,85.71428571428571
56.127686,174111.5,100.0
56.163684,174111.5,100.0
56.227711,173911.0,0.0
56.256678,173911.0,109.0909090909091
56.332676,166200.0,100.0
56.38467,166200.0,0.0
56.430669,166339.5,0.0
56.537663,166144.0,0.0
56.573663,166144.0,0.0
56.626656,165140.5,0.0
56.664654,165140.5,0.0
56.722651,165201.5,0.0
56.758648,165201.5,100.0
56.815645,165094.5,100.0
56.852645,165094.5,100.0
56.927638,165078.0,100.0
56.967669,165078.0,100.0
57.024634,165026.0,100.0
57.059631,165026.0,100.0
57.120627,164168.0,100.0
57.153626,164168.0,0.0
57.217625,163833.5,0.0
57.249672,163833.5,0.0
57.327615,163674.0,0.0
57.363613,163674.0,0.0
57.424609,162073.5,0.0
57.458608,162073.5,0.0
57.519604,160949.5,0.0
57.555602,160949.5,0.0
57.632597,159516.0,0.0
57.661595,159516.0,0.0
57.723595,157889.5,0.0
57.757592,157889.5,0.0
57.825587,156182.5,0.0
57.858584,156182.5,0.0
57.91661,154222.5,0.0
57.947647,154222.5,0.0
58.034575,153215.0,0.0
58.077571,153215.0,0.0
58.125568,152985.5,0.0
58.158567,152985.5,0.0
58.219565,151865.5,0.0
58.246564,151865.5,0.0
58.316587,150358.0,0.0
58.3496,150358.0,0.0
58.43255,150292.5,0.0
58.464548,150292.5,0.0
58.523544,153181.5,0.0
58.557543,153181.5,0.0
58.625539,156923.0,0.0
58.661538,156923.0,0.0
58.721535,165323.0,0.0
58.753531,165323.0,0.0
58.832527,174937.5,0.0
58.867525,174937.5,0.0
58.929523,178116.0,0.0
58.965519,178116.0,0.0
59.022515,186085.0,0.0
59.053516,186085.0,72.72727272727273
59.150508,206154.0,0.0
59.192506,206154.0,0.0
59.233503,198674.0,0.0
59.313499,190022.5,0.0
59.348497,190022.5,0.0
59.391495,189367.0,0.0
59.4185,189367.0,0.0
59.483489,185691.0,0.0
59.51053,185691.0,0.0
59.588485,180440.0,0.0
59.62548,180440.0,0.0
59.660484,170638.0,0.0
59.690478,170638.0,0.0
59.765475,151521.5,0.0
59.80047,151521.5,0.0
59.864468,125744.0,0.0
59.932486,125744.0,0.0
59.95946,114221.0,0.0
60.042456,110580.5,0.0
60.084455,110580.5,0.0
60.129453,130006.0,0.0
60.159448,130006.0,0.0
60.205445,155630.5,0.0
60.232474,155630.5,0.0
60.315441,155685.0,0.0
60.347438,155685.0,0.0
60.385435,191033.5,0.0
60.415433,191033.5,0.0
60.49143,232615.0,0.0
60.526427,232615.0,0.0
60.578424,198237.0,0.0
60.617422,198237.0,0.0
60.658419,152532.5,0.0
60.693418,152532.5,0.0
60.774413,143048.5,0.0
60.812409,143048.5,0.0
60.878406,162459.0,0.0
60.907436,162459.0,0.0
60.991399,173181.0,0.0
61.024398,173181.0,0.0
61.131394,178516.5,0.0
61.165391,178516.5,0.0
61.231388,175506.0,0.0
61.260387,175506.0,0.0
61.371378,174457.0,0.0
61.404375,174457.0,0.0
61.483372,180697.5,0.0
61.514368,180697.5,0.0
61.610394,189219.5,0.0
61.639361,189219.5,109.0909090909091
61.725358,208784.5,109.0909090909091
61.756355,208784.5,0.0
61.849408,241236.5,0.0
61.880347,241236.5,0.0
61.957365,273850.5,0.0
61.988341,273850.5,0.0
62.089337,284040.0,0.0
62.123332,284040.0,0.0
62.202329,293813.0,0.0
62.244328,293813.0,0.0
62.331323,294766.0,0.0
62.370318,294766.0,0.0
62.436315,300610.5,0.0
62.470344,300089.0,0.0
62.556366,282245.5,0.0
62.596305,282646.0,0.0
62.654301,266180.0,0.0
62.682299,266180.0,0.0
62.776351,259667.0,0.0
62.820293,259667.0,0.0
62.88029,251282.0,0.0
62.908337,251282.0,0.0
63.006287,241056.0,0.0
63.041278,241056.0,0.0
63.116276,230702.0,0.0
63.154272,230702.0,0.0
63.199269,222245.5,0.0
63.228318,222245.5,85.71428571428571
63.313265,220037.5,85.71428571428571
63.344312,220037.5,85.71428571428571
63.434256,221563.0,0.0
63.469253,221563.0,0.0
63.535249,225815.5,0.0
63.563247,225815.5,0.0
63.656244,227984.0,0.0
63.69324,227984.0,0.0
63.771238,230912.0,0.0
63.809236,230912.0,0.0
63.871232,237160.5,0.0
63.899228,237160.5,0.0
63.984223,245361.5,0.0
64.01022,245361.5,0.0
64.103218,252829.0,0.0
64.145267,252829.0,0.0
64.209212,259444.0,0.0
64.239208,259444.0,0.0
64.306204,263937.0,0.0
64.338202,263937.0,0.0
64.430242,267678.5,0.0
64.468196,267678.5,0.0
64.528191,272002.0,0.0
64.559189,272002.0,0.0
64.639184,276343.5,0.0
64.670183,276343.5,0.0
64.767177,279029.5,0.0
64.813175,279029.5,0.0
64.868171,285659.0,0.0
64.905172,285659.0,0.0
64.976164,283003.0,0.0
65.007163,283003.0,0.0
65.100159,278695.5,0.0
65.139178,278695.5,0.0
65.201154,272715.5,0.0
65.237154,272715.5,0.0
65.297145,266859.0,0.0
65.326144,266859.0,0.0
65.423138,262400.5,0.0
65.454137,262400.5,0.0
65.52619,257792.5,0.0
65.55813,257792.5,0.0
65.633126,256397.5,0.0
65.671125,256397.5,0.0
65.74317,255073.0,0.0
65.768118,255073.0,0.0
65.870112,253857.0,0.0
65.90011,253857.0,0.0
65.968106,252361.0,0.0
65.998104,252361.0,0.0
66.0911,251422.5,0.0
66.134096,251422.5,0.0
66.194095,251641.5,0.0
66.224092,251641.5,0.0
66.287088,252946.5,0.0
66.314084,252946.5,0.0
66.412083,256513.0,0.0
66.443078,256513.0,0.0
66.522074,259659.0,0.0
66.553123,259659.0,0.0
66.624067,261139.0,0.0
66.652066,261139.0,0.0
66.748062,260299.5,0.0
66.787059,260299.5,0.0
66.848054,258026.0,0.0
66.8761,258026.0,0.0
66.973048,256355.0,0.0
67.005075,256355.0,0.0
67.072041,254715.0,0.0
67.101039,254715.0,0.0
67.197035,252400.0,0.0
67.234031,252400.0,0.0
67.280028,249804.0,0.0
67.308079,249804.0,0.0
67.405023,247687.0,0.0
67.446041,247687.0,0.0
67.516017,244664.0,0.0
67.548013,244664.0,0.0
67.61701,240994.5,0.0
67.646009,240994.5,0.0
67.744003,236314.5,0.0
67.790999,236314.5,0.0
67.843045,232094.5,0.0
67.885041,232094.5,0.0
67.952991,229069.5,0.0
67.991987,229069.5,0.0
68.066014,226051.5,0.0
68.09798,226051.5,0.0
68.177975,224520.0,0.0
68.223973,224520.0,0.0
68.276971,222283.0,0.0
68.311968,222283.0,0.0
68.397992,222582.5,0.0
68.437959,222582.5,0.0
68.495956,224667.5,0.0
68.527956,224667.5,0.0
68.608952,230526.0,0.0
68.638951,230526.0,0.0
68.729943,237271.5,0.0
68.77194,237271.5,0.0
68.832939,245722.0,0.0
68.867936,245722.0,0.0
68.944931,253376.0,0.0
68.982929,253376.0,0.0
69.056925,260745.5,0.0
69.092923,260745.5,0.0
69.168917,266153.0,0.0
69.206914,266153.0,0.0
69.268912,269540.0,0.0
69.305909,269540.0,0.0
69.376956,271739.0,0.0
69.410903,271739.0,0.0
69.501898,272527.0,0.0
69.539897,272527.0,0.0
69.603892,272559.0,0.0
69.635889,272559.0,0.0
69.723886,269936.5,0.0
69.758882,269936.5,0.0
69.836884,264080.0,0.0
69.875925,264080.0,0.0
69.937872,258294.0,0.0
69.97287,258294.0,0.0
70.058871,250210.0,0.0
70.091865,250210.0,0.0
70.165859,252143.5,0.0
70.203858,252143.5,0.0
70.284853,247985.5,0.0
70.323849,247985.5,0.0
70.367846,244016.5,0.0
70.395845,244016.5,0.0
70.49087,240914.0,0.0
70.518838,240914.0,0.0
70.590833,237142.5,0.0
70.617832,237142.5,0.0
70.715828,228232.0,0.0
70.753871,228232.0,0.0
70.828821,227932.5,0.0
70.865858,227932.5,0.0
70.940864,229130.5,0.0
70.967811,229130.5,0.0
71.052808,233235.0,0.0
71.082854,233235.0,0.0
71.1518,241173.5,0.0
71.178798,241173.5,0.0
71.276795,258426.0,0.0
71.315793,258426.0,0.0
71.360836,271384.5,0.0
71.389837,271384.5,0.0
71.485782,284146.5,0.0
71.521778,284146.5,62.06896551724138
71.590775,295945.0,62.06896551724138
71.624772,295945.0,0.0
71.695769,303777.5,72.0
71.731766,303777.5,0.0
71.821763,302735.5,0.0
71.856759,302735.5,0.0
71.927757,306433.5,0.0
71.959753,306433.5,0.0
72.03875,301409.0,0.0
72.069746,301409.0,0.0
72.152743,302274.5,0.0
72.19074,302274.5,0.0
72.263741,303594.0,0.0
72.300733,303594.0,0.0
72.351732,322594.5,0.0
72.38278,322594.5,0.0
72.472724,314936.5,112.49999999999999
72.515752,314936.5,112.49999999999999
72.557717,318950.0,90.0
72.589738,318950.0,0.0
72.656712,320268.5,0.0
72.69171,320268.5,75.0
72.769706,308781.0,0.0
72.805703,308781.0,0.0
72.862702,308995.0,0.0
72.890698,308995.0,0.0
72.957694,301934.0,0.0
72.983692,301934.0,0.0
73.06369,301639.0,0.0
73.097687,301639.0,0.0
73.172683,301540.5,0.0
73.206681,301540.5,0.0
73.279675,300340.5,0.0
73.315672,300340.5,0.0
73.359672,299183.5,0.0
73.387691,299183.5,0.0
73.453664,306069.0,0.0
73.478663,306069.0,0.0
73.574719,305816.5,0.0
73.607658,305816.5,0.0
73.661652,305792.0,0.0
73.686695,305792.0,0.0
73.767652,305568.0,0.0
73.807644,305568.0,0.0
73.854641,305629.0,0.0
73.879639,305629.0,0.0
73.968634,303803.5,0.0
74.004635,303803.5,0.0
74.066632,301983.5,0.0
74.099628,301983.5,0.0
74.160623,299310.5,0.0
74.194621,299310.5,0.0
74.25762,297054.0,0.0
74.290616,297054.0,0.0
74.368659,296507.0,0.0
74.404609,296507.0,0.0
74.462605,296361.0,0.0
74.491603,296361.0,0.0
74.568601,290640.0,0.0
74.603597,290640.0,0.0
74.679594,291927.5,0.0
74.710591,291927.5,0.0
74.776588,293472.0,0.0
74.808585,293472.0,0.0
74.865582,294544.5,0.0
74.902579,294544.5,0.0
74.959576,296588.0,0.0
74.990574,296588.0,0.0
75.086568,304856.5,0.0
75.135599,304856.5,0.0
75.175563,305778.0,0.0
75.26456,305226.5,0.0
75.30156,305226.5,0.0
75.361552,306601.5,0.0
75.393552,306601.5,0.0
75.473547,306022.0,0.0
75.511543,306022.0,0.0
75.57254,298273.0,0.0
75.608538,298273.0,0.0
75.664535,297702.0,0.0
75.721531,297702.0,0.0
75.769529,297448.0,0.0
75.808526,297448.0,0.0
75.874525,297260.5,0.0
75.91252,297260.5,0.0
75.968517,296696.0,85.71428571428571
76.004515,296696.0,0.0
76.062511,302973.5,0.0
76.093509,302973.5,0.0
76.187506,303567.5,0.0
76.227503,303567.5,0.0
76.275498,304492.5,0.0
76.311498,304492.5,0.0
76.367493,305722.5,0.0
76.399491,305722.5,0.0
76.464487,306132.0,0.0
76.493488,306132.0,63.1578947368421
76.573481,300999.0,63.1578947368421
76.604479,300999.0,54.54545454545455
76.672475,301137.0,70.58823529411765
76.704473,301137.0,54.54545454545455
76.770469,299319.0,54.54545454545455
76.802468,299319.0,54.54545454545455
76.877489,297966.0,54.54545454545455
76.918462,297966.0,0.0
76.983457,295895.5,0.0
77.021456,295895.5,0.0
77.075451,299226.0,0.0
77.116449,299226.0,0.0
77.177447,296020.0,0.0
77.219443,296020.0,0.0
77.27044,294092.0,0.0
77.309437,294092.0,85.71428571428571
77.376436,291347.5,85.71428571428571
77.413431,291347.5,64.28571428571428
77.468428,289230.0,64.28571428571428
77.497426,289230.0,92.3076923076923
77.569423,288212.0,0.0
77.61242,288212.0,0.0
77.665417,286713.5,0.0
77.700417,286713.5,0.0
77.776409,286621.5,0.0
77.813408,286621.5,0.0
77.873405,285157.0,0.0
77.908403,285157.0,0.0
77.970398,284877.5,0.0
78.004396,284877.5,0.0
78.081392,286080.0,0.0
78.120389,286080.0,0.0
78.177386,287001.5,0.0
78.209428,287001.5,75.0
78.272384,279646.5,75.0
78.305379,279646.5,0.0
78.370377,252874.0,0.0
78.396376,252874.0,0.0
78.475419,237496.0,0.0
78.504369,237496.0,0.0
78.571362,233869.0,0.0
78.60436,233869.0,0.0
78.667386,226150.5,0.0
78.693357,226150.5,0.0
78.763418,222260.0,0.0
78.7904,222260.0,0.0
78.883345,223061.0,0.0
78.916344,223061.0,0.0
78.97434,223376.5,0.0
79.000337,223376.5,0.0
79.067333,224574.5,0.0
79.093335,224574.5,0.0
79.163335,224900.5,0.0
79.190326,224900.5,0.0
79.283324,224002.5,0.0
79.323321,224002.5,0.0
79.372315,223572.5,0.0
79.39737,223572.5,0.0
79.468311,222999.0,0.0
79.493342,222999.0,0.0
79.588305,224881.0,0.0
79.627303,224881.0,0.0
79.677301,251246.0,0.0
79.703297,251246.0,0.0
79.779293,277488.0,0.0
79.813293,277488.0,0.0
79.871301,283116.0,0.0
79.903286,283116.0,0.0
79.998286,283670.0,0.0
80.031278,283670.0,0.0
80.081274,275502.5,0.0
80.110272,275502.5,0.0
80.177272,269937.5,0.0
80.240266,269937.5,0.0
80.284261,261850.5,0.0
80.399262,250403.5,0.0
80.443253,250403.5,0.0
